Minisector,HAM,RIC,Fastest
0,257.01002321927496,253.7993064002867,HAM
1,219.5214556417249,204.00871146706632,HAM
2,222.62552729446168,220.53360347040993,HAM
3,262.0668037610936,262.3168484957945,RIC
4,271.2928571936508,275.20459673444225,RIC
5,227.36161983443483,220.43411240453153,HAM
6,98.95305988530684,98.66360941060826,HAM
7,176.42323878478302,189.16255020272254,RIC
8,275.3923833267186,269.6543057824307,HAM
9,302.21799457684085,292.3319769152014,HAM
10,311.9417944916567,301.6557596763134,HAM
11,309.9448530196079,298.6987208524713,HAM
12,109.50505600517165,114.20096711034363,RIC
13,204.38135895624995,215.179227753094,RIC
14,275.19123905064464,274.1062901571746,HAM
15,296.4771640407554,293.9452026829548,HAM
16,236.12682350083958,222.26756270350208,HAM
17,125.11095914788334,124.80292662389753,HAM
18,152.2784663151122,154.82583726474746,RIC
19,255.85914020526903,251.4898188226333,HAM
20,154.02190710032937,154.51064060874538,RIC
21,131.5010691536034,130.30853297034287,HAM
22,204.83444469719197,204.9224356747838,RIC
23,205.1563042625892,208.09566435038457,RIC
24,170.2845628896982,168.97809822190823,HAM
25,230.66108822464582,,HAM
