Minisector,HAM,PER,Fastest
0,291.2101730978355,292.87877951238096,PER
1,300.208458562406,303.21833919655245,PER
2,305.10952379348373,306.35379073283207,PER
3,303.0184210526316,301.1798254035088,HAM
4,179.66512336500148,172.64587697594547,HAM
5,221.09095238095236,206.39418704780573,HAM
6,242.78040338778735,229.3244274345364,HAM
7,270.6031178376417,265.97460276825393,HAM
8,263.0627696197012,255.4914034961837,HAM
9,170.76811290746957,160.75439799533862,HAM
10,233.86900036266667,228.55315600915324,HAM
11,140.1856248407939,129.45063467246376,HAM
12,229.76170187408596,220.76211242088547,HAM
13,196.1084868374808,181.46052953576944,HAM
14,226.41376478905514,222.423293422021,HAM
15,249.374689510559,236.24640993164618,HAM
16,265.8681818181818,263.7536183072772,HAM
17,285.9200548689439,284.0950401015873,HAM
18,130.18840572753624,117.12849145732176,HAM
19,168.84672146190002,156.52642437270305,HAM
20,151.98732308352487,156.1802534564532,PER
21,165.78506802721088,146.53680144183778,HAM
22,120.78711691287646,123.27831320732865,PER
23,230.86810083453693,237.2301753109731,PER
24,271.11071418049886,274.6333455845005,PER
25,283.13749973333336,,HAM
