Minisector,SAI,GAS,Fastest
0,289.37292227004644,287.26990307145564,SAI
1,294.04415967764174,290.40652223238095,SAI
2,164.49318579584414,163.55138431180828,SAI
3,222.4966237254266,224.81785697823807,GAS
4,272.5368343500891,271.2892419242756,SAI
5,294.79752801313873,290.5657711207359,SAI
6,299.14351833563813,294.847443099798,SAI
7,163.6775341968254,175.10066511299303,GAS
8,121.97924510788319,124.52477422423706,GAS
9,246.16806540511277,246.12662386683232,SAI
10,284.4892954588002,283.0693506816642,SAI
11,293.8235819966984,291.2316504483129,SAI
12,145.69592878627705,145.13991970409813,SAI
13,195.26049586016688,192.6342551557272,SAI
14,255.02237587978638,251.70300434436257,SAI
15,201.10095664315537,206.39918948468758,GAS
16,211.67122522220606,216.16362514285714,GAS
17,207.73847386551225,208.11744938519655,GAS
18,238.42891473568628,243.18710528336555,GAS
19,277.26850746074075,275.4402833682778,SAI
20,293.00035778585857,288.20375003733335,SAI
21,257.54552503510206,260.9994454065934,GAS
22,221.87151061773105,220.23086826591378,SAI
23,207.25886701511112,204.80705420704604,SAI
24,265.6142982866121,261.68220187247715,SAI
