Minisector,VER,PER,Fastest
0,313.2436649632653,311.07965694117644,VER
1,223.7389670067999,219.32751162546677,VER
2,128.4230684432807,126.06331534359435,VER
3,217.54224091728824,209.99139155868892,VER
4,262.8839700682508,261.4405848430427,VER
5,287.7038858238768,287.2928467655182,VER
6,303.9722427545098,303.51695465498466,VER
7,269.7812445865195,271.12485188771933,PER
8,168.35032191261473,167.44618176646318,VER
9,237.66793462605364,239.0794039812987,PER
10,272.53273208857144,273.17049926451824,PER
11,246.9862971254189,263.03194294142884,PER
12,199.35838473822903,205.34392349111113,PER
13,123.85966683683993,117.94419247135961,VER
14,124.28018410209575,123.18731198231164,VER
15,157.6135853708636,171.25757025439154,PER
16,123.7725702224359,120.30700550027834,VER
17,224.18800416969697,221.71444995873017,VER
18,166.7972190671781,185.6551962595753,PER
19,152.4087839264564,152.13357288496732,VER
20,241.82896656817292,237.1469252327619,VER
21,274.84047646933334,273.82572119805286,VER
22,292.46722179386245,290.93078218953985,VER
23,303.3520834768254,301.47082196980654,VER
24,310.1556122049887,306.1730953325714,VER
25,312.2071424,309.17870388148145,VER
