Minisector,PER,NOR,Fastest
0,293.5941900373804,280.5898864724647,PER
1,320.4683112022611,299.5082559284472,PER
2,311.8718549237605,301.2745289524436,PER
3,182.59613628459138,179.86756830605927,PER
4,216.25841728897083,216.60611333643612,NOR
5,204.78147891436078,205.94224612973608,NOR
6,181.3714856589932,180.64915920534358,PER
7,206.84952305848307,199.60794812325287,PER
8,255.35287096801133,253.38207253481482,PER
9,264.41744397176853,268.06015335693087,NOR
10,161.80654702847923,166.56569784860244,NOR
11,232.44794425805813,235.26462914049262,NOR
12,116.61933462263552,114.2697886596969,PER
13,224.3203811855501,221.53494194917738,PER
14,277.2604607808577,276.8532367038735,PER
15,292.15185830272316,292.3274261651948,NOR
16,207.7528984319029,216.86585882238245,NOR
17,189.6102172186611,182.1045951353996,PER
18,267.45895531249334,265.23905716074074,PER
19,293.3716095240513,291.7589208767085,PER
20,306.09326024965975,303.46230916253967,PER
21,307.9430010011806,305.56180992727275,PER
22,261.7281491771428,279.9599562752381,NOR
23,116.85171662114486,115.94249341478788,PER
24,240.04650371914613,231.35695331141682,PER
25,274.65376150833544,265.8071442285714,PER
