Minisector,NOR,HAM,Fastest
0,321.76982399337476,323.8878786181818,HAM
1,329.0450757575758,331.33901586475565,HAM
2,322.90634059130434,327.95221870822513,HAM
3,187.1632206075188,198.56849235203228,HAM
4,120.30816175625503,123.71951022414713,HAM
5,265.18589810512447,265.20335584197534,HAM
6,300.7266865079365,301.86765845079367,HAM
7,309.9640624888889,316.3001893333333,HAM
8,275.35833333333335,283.5588383531136,HAM
9,144.40341385994196,151.71935126241135,HAM
10,219.9011581766121,231.22801113462364,HAM
11,216.92765151515152,221.666215194228,HAM
12,200.29494914097754,203.98152106674453,HAM
13,270.1226631393298,269.59656725660903,NOR
14,305.53200756746975,307.0282773542095,HAM
15,314.3101449275362,320.8925724289855,HAM
16,264.314258344979,276.75994729797003,HAM
17,208.92023809523812,210.96175097258296,HAM
18,274.33126237143557,272.4365212433435,NOR
19,306.99528985507243,307.9422357399586,HAM
20,320.06439393939394,321.6932039886829,HAM
21,305.663307756548,312.41765109399586,HAM
22,210.84791670588237,216.6276860252951,HAM
23,265.47324109050794,264.44814759506176,NOR
24,303.69233326933335,304.295684247619,HAM
25,,318.0,HAM
