Minisector,VER,NOR,Fastest
0,309.906776522857,308.7430213422222,VER
1,192.3871540086286,189.54582891032427,VER
2,111.83961107349316,111.56317294618017,VER
3,199.86786891185184,189.11771511343773,VER
4,257.8844521779107,253.1882381439923,VER
5,285.0699269281999,282.5428567695238,VER
6,301.37697323990926,299.3022397696192,VER
7,234.9193226393601,235.63603213561905,NOR
8,144.58934670099737,146.1280794784163,NOR
9,232.0010943228226,228.39055806048455,VER
10,271.7709642516959,269.62490545015874,VER
11,235.24227184561403,223.93926770628548,VER
12,177.5748213902836,178.38623042013606,NOR
13,106.59975437212124,106.2586281074033,VER
14,108.40515047556364,104.64790101646363,VER
15,142.8635772620683,134.25979485422877,VER
16,111.37516131891694,114.40694190387127,NOR
17,214.04970525044735,208.47492938136645,VER
18,158.06916636185008,156.30833879152487,VER
19,145.45145383014142,150.60442135215007,NOR
20,242.47766592,240.75734199238065,VER
21,274.04577208574887,273.6538430297643,VER
22,292.29752957086833,291.70158950285713,VER
23,300.75064471111114,302.9310508951396,NOR
24,307.0591301762238,308.46927468033465,NOR
25,309.0,,VER
