Minisector,LEC,SAI,Fastest
0,319.78916671999997,306.43301321025643,LEC
1,247.97538956666668,237.49349799206368,LEC
2,128.10856559418886,128.99344372393844,SAI
3,238.77727237171717,241.89717087142856,SAI
4,182.87930917806563,184.90608216139265,SAI
5,246.59711982304148,247.58750021505378,SAI
6,228.40416662626262,227.83455601563065,LEC
7,256.1807863134121,255.152058182115,LEC
8,292.58719154567905,291.2009669432734,LEC
9,203.03581606747161,207.9827755835028,SAI
10,202.43981872681704,202.09628601081081,LEC
11,275.17605448723924,273.6081658671921,LEC
12,204.7834910978586,212.9939797037037,SAI
13,244.57578837098845,243.18887240946236,LEC
14,289.70302987598274,288.4257104996337,LEC
15,313.59335447200874,311.6480458486278,LEC
16,321.4280796753623,321.0366316,LEC
17,231.87724241900926,224.39670720846357,LEC
18,269.2752978285714,262.4276400711111,LEC
19,303.27378561398217,295.742833792,LEC
20,323.8079862222222,317.43750033066664,LEC
21,328.3450940049001,325.0959114195583,LEC
22,145.9736262371165,155.1762606833819,SAI
23,223.54812570790097,221.29606840370266,LEC
24,299.23502387429846,295.2489250871795,LEC
25,315.19166720000004,313.0166663111111,LEC
