Minisector,NOR,HAM,Fastest
0,302.7773359030303,300.08032960525435,NOR
1,230.78187451481824,228.93905938285712,NOR
2,135.63890714124778,130.15851961184296,NOR
3,219.24820695804368,219.78104625632653,HAM
4,264.13890248804233,261.8639719230139,NOR
5,287.14950534253967,284.68804046911083,NOR
6,300.0305273703156,296.0013616114286,NOR
7,276.69231821027074,267.98731875780874,NOR
8,173.23310789082825,171.60188140644732,NOR
9,241.1883994259321,237.26270465105756,NOR
10,274.3091077851429,271.76680144179204,NOR
11,273.7088215051543,235.07232077945164,NOR
12,220.78412440071773,197.322830703809,NOR
13,132.71382018717725,119.5127958032381,NOR
14,126.5498895607444,124.66720212084677,NOR
15,168.71691884813393,148.4855153726929,NOR
16,126.16280757651872,131.7941254751376,HAM
17,234.4353022576441,228.75315195412185,NOR
18,179.58409553627777,165.22524105601622,NOR
19,161.09130422179894,161.67106605260827,HAM
20,248.94252452562193,248.99785789310923,HAM
21,276.4327765900187,271.88135151470317,NOR
22,291.19774010753247,287.4551173880112,NOR
23,299.9904433038184,295.6400408972549,NOR
24,302.6290102320921,298.86024306666667,NOR
25,304.0,,NOR
