Minisector,NOR,RUS,Fastest
0,258.3053530646326,262.69757360793653,RUS
1,136.0474296639624,135.96836787736305,NOR
2,204.09455678476192,202.61573164431078,NOR
3,248.4854376495006,247.98272033946205,NOR
4,256.477498688,259.66557259186817,RUS
5,171.59914057439465,177.0890441884104,RUS
6,144.40017157686643,145.28078313071194,RUS
7,183.86546994370735,185.67598058988006,RUS
8,95.19740731678623,101.84534291969584,RUS
9,72.47335796645365,73.23782982932835,RUS
10,95.39128007575927,99.82851952150251,RUS
11,188.38303382505495,191.07544096710862,RUS
12,245.57054814050358,250.29555482380954,RUS
13,269.24985028808203,272.12251624615385,RUS
14,277.1267835885714,280.55420335824175,RUS
15,104.53655867141953,104.38087179886483,NOR
16,151.87336089242524,156.62617194517568,RUS
17,185.02419786078718,196.8757664748538,RUS
18,202.36188428507458,193.0099329160852,NOR
19,219.11870306962962,207.61573046247617,NOR
20,142.6999341374506,138.0774760367816,NOR
21,118.50495122770171,95.05748911348078,NOR
22,98.08092277298603,107.32545856248223,RUS
23,200.25391722218487,212.54230297316016,RUS
24,254.69481741679814,255.29213922133334,RUS
