Minisector,NOR,SAI,Fastest
0,277.5682737350702,268.12108772483367,NOR
1,303.2016110806719,290.93812821900286,NOR
2,307.6245595840822,296.0400505643094,NOR
3,120.26132234733063,123.40817279793922,SAI
4,194.13684242504203,194.4870035315044,SAI
5,252.1085116874283,255.93540161056808,SAI
6,133.22375757164465,134.54906455771237,SAI
7,200.11479778290956,199.74842255704206,NOR
8,257.87416048589404,256.1004734699074,NOR
9,281.46114481347814,279.23254410032865,NOR
10,228.87963054779897,228.0349965008291,NOR
11,173.5382780676646,173.0666018714012,NOR
12,191.32826395497958,190.5334506420038,NOR
13,138.88247297473353,141.28625748933447,SAI
14,171.5304006449992,179.1035509390077,SAI
15,159.58300547133902,157.6311125614603,NOR
16,216.4196346967366,210.01656879699195,NOR
17,234.48553537765096,230.27243193768714,NOR
18,239.85383572906244,236.69834304429514,NOR
19,224.81199580534346,245.90885279581835,SAI
20,142.33755185112992,138.24860607381555,NOR
21,125.67178655053655,134.31430559341308,SAI
22,168.6069601365894,160.8991167307611,NOR
23,151.6505574029861,147.30438718266026,NOR
24,227.24588875316417,219.81520987839255,NOR
25,,254.6140341872226,SAI
