Minisector,LEC,ALO,Fastest
0,273.2762166013288,272.97746389932155,LEC
1,294.2146215539859,294.6012152,ALO
2,292.4602431111111,293.4722822971362,ALO
3,185.37425994016036,176.03832429931973,LEC
4,117.8400643793884,117.95995084810124,ALO
5,234.72300783184468,232.02983790107527,LEC
6,281.3054283152009,276.53767063812495,LEC
7,295.3149998506667,283.3903853128205,LEC
8,181.11241192977735,177.98851101563986,LEC
9,141.4756435942378,140.00356511378754,LEC
10,247.9164006568981,249.88419464827587,ALO
11,285.05200042666667,285.9491524398421,ALO
12,296.3489098122863,295.0996669013333,LEC
13,276.5852843548992,277.6698717948718,ALO
14,293.5773067936508,294.30268135238947,ALO
15,296.6009080448169,293.6102386895238,LEC
16,257.94798753103447,251.11910842006017,LEC
17,221.17925484675587,221.9676144095238,ALO
18,275.5148154469136,273.59143383351727,LEC
19,296.6404115605887,293.1281665706667,LEC
20,303.2506665386667,291.7405958952523,LEC
21,234.70373993766756,228.55954293809523,LEC
22,261.31439179561346,253.05306329144207,LEC
23,137.66222867357038,137.65510794016566,LEC
24,208.54706481818283,208.2163675787115,LEC
25,254.3250048,255.16875040000002,ALO
