Minisector,PER,ALO,Fastest
0,295.64313725490194,287.08259846274507,PER
1,302.29222293333333,291.80963553333333,PER
2,164.7033048275862,166.4145388680653,ALO
3,225.15619273623096,225.94078790683406,ALO
4,279.8638603086421,272.72942009615895,PER
5,300.4488888888889,288.2450524,PER
6,308.2997396,294.31639356955736,PER
7,174.47205899018198,168.69632867539536,PER
8,128.76753679677657,128.53879584005526,PER
9,253.02192982456143,245.69229423959897,PER
10,287.75638876444447,277.5980978204884,PER
11,297.4565104,286.3210937333333,PER
12,146.667297810101,149.44750519979297,ALO
13,192.7251637284438,193.82866890931726,ALO
14,261.14444444444445,255.2986113185185,PER
15,195.35305328179004,201.93834786011624,ALO
16,213.42291641212122,216.7119990204239,ALO
17,210.06704581818184,220.6815717297427,ALO
18,238.73144941029673,243.5214944309359,ALO
19,276.12349425658266,272.350537905954,PER
20,292.16562493333333,287.42537173333335,PER
21,254.54023047049154,274.6239594,ALO
22,215.4435611151515,229.63906354193463,ALO
23,196.16919216254612,202.2110652121212,ALO
24,265.6716087596869,259.3386287010947,PER
25,285.15000000000003,277.27291679999996,PER
