Minisector,NOR,HAM,Fastest
0,214.94335644203238,199.80510922948852,NOR
1,204.10925237578283,262.4465442105263,HAM
2,269.95523712761906,291.6435176296296,HAM
3,306.0117205699681,306.11787073434175,HAM
4,317.78613405938376,186.45278247111114,NOR
5,167.59099599139785,203.5039069029913,HAM
6,201.56146037409565,268.59510966578836,HAM
7,274.1734638035088,294.49091400501254,HAM
8,304.61831586094144,302.2005251585434,NOR
9,317.3867426764149,271.9911908856187,NOR
10,247.83826007272728,105.1427251595074,NOR
11,101.70731950765398,223.89999707826087,HAM
12,225.22448378181818,275.09006762506266,HAM
13,282.1731639038082,294.80551001030693,HAM
14,306.58105701288514,230.98841212753624,NOR
15,218.32517153226038,133.06015159166986,NOR
16,131.2755800189246,236.54305386666667,HAM
17,238.18224071111112,240.7835532684191,HAM
18,236.27973532121212,180.28771828528744,NOR
19,180.7938289320635,234.6309665939394,HAM
20,220.80067828489322,216.658201555134,NOR
21,219.95490981587304,260.8356242666667,HAM
22,262.682488884663,286.82054784905904,HAM
23,287.44171526083437,294.1631764696714,HAM
24,294.20046394074075,243.16146026666667,NOR
25,,240.26374933333332,HAM
