Minisector,VER,HAM,Fastest
0,272.54683324266665,270.2151945904762,VER
1,245.51750954550843,246.90816801845375,HAM
2,117.95407132223019,113.25471106895122,VER
3,176.5303038709841,169.99245210326717,VER
4,194.89585598817084,188.0458248881738,VER
5,198.8609649721039,196.19172493731799,VER
6,264.33602710857144,263.53543795671,VER
7,286.5288562154882,286.546520068129,HAM
8,235.4076778359977,234.93308013876828,VER
9,155.3551703658558,139.32905007864397,VER
10,120.65127033013033,115.85046517874424,VER
11,149.59767969536065,143.38373416192482,VER
12,242.95725892155843,244.94528176601503,HAM
13,143.85779134490426,150.08136623896488,HAM
14,154.3319458190556,148.4939787883189,VER
15,107.6880779764918,107.13246174441319,VER
16,220.17391727511026,214.09376381744056,VER
17,229.682646236965,242.5166723593075,HAM
18,128.3000271421852,128.77027987091068,HAM
19,239.8435268227119,239.41717771398118,VER
20,274.28488117769786,274.6685491224242,HAM
21,200.36580546156202,198.80952827486,VER
22,154.55877061873497,149.2753188657682,VER
23,218.67378252493654,217.12807515924212,VER
24,230.35533696202253,229.8752146075188,VER
25,,255.703124,HAM
