Minisector,VER,NOR,Fastest
0,286.5438667929051,287.1588544,NOR
1,296.0463769043478,293.7946198603341,VER
2,285.9299633073819,278.6715267555556,VER
3,119.28146519910611,113.71566823148886,VER
4,221.0231201032258,223.42107927407358,NOR
5,273.5369121461883,274.4744219926114,NOR
6,228.02110755555557,227.17730402264607,VER
7,161.9495100261932,159.48839747471297,VER
8,217.65238032380952,215.21466104825902,VER
9,221.21885651247146,225.20632224367816,NOR
10,122.84848295110257,121.07251434368874,VER
11,223.25206422349208,230.0786674499376,NOR
12,128.31904192529282,126.33872175693166,VER
13,225.18311708444443,222.42571931954024,VER
14,277.6345719832381,277.8570722806277,NOR
15,231.0734847074996,228.58999886222222,VER
16,192.75490321568628,187.92338442308463,VER
17,245.95637925910884,243.87469103633157,VER
18,210.9526863139785,208.6702961795491,VER
19,182.2806443995327,175.81927093664538,VER
20,263.8660497414319,262.77578980845425,VER
21,285.3433841856502,283.78271206294,VER
22,181.90889112471663,182.39960086693455,NOR
23,214.12619252596008,211.03477540917845,VER
24,268.7772049759504,269.1346993980332,NOR
25,,281.7625002666667,NOR
