Minisector,NOR,LEC,Fastest
0,293.85348933875076,303.294194976254,LEC
1,306.55837329109437,317.9323381096296,LEC
2,313.7730476381699,324.74669883381944,LEC
3,314.31083322666666,326.8230468324066,LEC
4,190.90550432573477,195.9873971419666,LEC
5,211.71372754364532,205.2692687441013,NOR
6,268.3861669005848,264.66682779602337,NOR
7,271.60837317155557,265.9720053663492,NOR
8,193.3049609351065,186.632683478436,NOR
9,142.3151122863413,151.86885006752846,LEC
10,182.75437543675574,171.95503400385977,NOR
11,261.5988464069264,255.7981671260282,NOR
12,247.17273755692435,255.16548445513783,LEC
13,231.01250941849804,226.50602849761717,NOR
14,272.053584616127,269.5853317701447,NOR
15,163.84392986340134,172.83177172709955,LEC
16,220.9137942912,208.68052035432822,NOR
17,232.6723452253262,250.6610996931602,LEC
18,131.5540433297143,134.93822940325427,LEC
19,241.3023934193963,232.81192568071774,NOR
20,282.5880202600151,275.1812411742621,NOR
21,237.91676506131517,258.72636051922865,LEC
22,138.4444055259259,137.32320720452364,NOR
23,204.7990675098533,201.7748447234982,NOR
24,271.88332882539686,266.2047591546853,NOR
25,,282.29166666666663,LEC
