Minisector,VER,SAI,Fastest
0,276.0863088253968,277.183489510559,SAI
1,292.25113624242425,295.1037824487597,SAI
2,232.26616994857,222.04818846733772,VER
3,133.50799058686064,125.76723432366411,VER
4,194.67525172640694,183.53424436397214,VER
5,127.39811665324238,120.39374231135554,VER
6,210.46065029646903,213.777415241014,SAI
7,267.4409727111111,256.6781667535238,VER
8,193.9855807821419,175.04455779533635,VER
9,181.98719200653062,187.5624090841729,SAI
10,264.8975209989553,265.4008805763975,SAI
11,195.66188903434343,187.3144276433451,VER
12,163.64028533545397,167.47556719805988,SAI
13,256.7188328533333,256.4447119179487,VER
14,272.48256891153807,273.3791412091097,SAI
15,285.7464012606061,285.51990486748537,VER
16,218.79632576763615,199.12883254323688,VER
17,199.78125458214285,193.03566218359651,VER
18,245.31727791795643,246.58493735384616,SAI
19,281.8469693090909,284.39705764164387,SAI
20,291.533980263354,294.080459097275,SAI
21,209.81967374215708,188.45184133946378,VER
22,149.16002529113365,156.00521659239058,SAI
23,162.56323199942716,156.06319390277432,VER
24,226.48738068218447,228.56446716680378,SAI
25,260.1124992,,VER
