Minisector,VER,LEC,Fastest
0,306.2494018557522,311.8859382341931,LEC
1,238.63223804018307,240.28609259371024,LEC
2,138.7238074936591,133.50974953908616,VER
3,222.8689571835385,224.00363283843384,LEC
4,266.6738186769262,266.9693071342389,LEC
5,290.2640227575434,291.65904592806777,LEC
6,302.30690487873017,306.2221090337144,LEC
7,279.37170694934105,290.00179976162383,LEC
8,176.46198728074305,173.39669719187702,VER
9,241.8179225124577,240.6365614927671,VER
10,273.5265772728767,276.1907465753406,LEC
11,264.4035407364151,260.8148082106996,VER
12,215.00553119336456,202.43673452449033,VER
13,132.58237466084518,131.16543055328114,VER
14,126.10304369282107,126.79601866882675,LEC
15,170.55626666079914,170.0305834952386,VER
16,129.04185925767098,123.87123714622741,VER
17,234.23814079899026,232.0606646764032,VER
18,191.09024605339098,195.27424237540126,LEC
19,169.41087460894198,164.0464734686806,VER
20,247.8327566727681,250.823853457419,LEC
21,275.90653033592196,280.5043930767301,LEC
22,292.47020095238094,295.94810497560746,LEC
23,301.82580883256065,305.31022243639393,LEC
24,306.8059426710223,309.44296853515476,LEC
25,308.0,310.67083413333336,LEC
