Minisector,LEC,ALO,Fastest
0,253.509775230839,251.86989586666667,LEC
1,127.33210823280463,129.4467038267579,ALO
2,194.88105945566136,193.91531377680747,LEC
3,243.89138290910952,241.86728507844157,LEC
4,257.46257308968063,250.26217813333335,LEC
5,171.99572156444444,174.3078043007781,ALO
6,144.468377476,146.10403215472527,ALO
7,182.08058867395152,186.0688528644082,ALO
8,99.38244807466447,100.7212229147046,ALO
9,71.48650776104668,75.49441384571679,ALO
10,93.8092624013288,92.97360827688433,LEC
11,182.99391959798868,180.64630009197467,LEC
12,244.06029405367966,240.21648462666667,LEC
13,266.8342226713388,261.84270553195677,LEC
14,278.23669214325884,271.74322893333334,LEC
15,102.8691326141827,113.89648798929275,ALO
16,146.62265640851757,148.1556929708086,ALO
17,175.09310416050795,187.8115564647376,ALO
18,195.7527975942952,197.2354829849818,ALO
19,209.04938896855086,214.1881162705283,ALO
20,133.5232662825808,136.5349865790861,ALO
21,105.82251403185546,117.65324202984624,ALO
22,97.1732601384335,92.71592745307166,LEC
23,195.80631389629627,190.60014971755513,LEC
24,250.04912409449364,240.69234312671657,LEC
25,,258.10416604444447,ALO
