Minisector,VER,NOR,Fastest
0,288.68017515391284,289.38251743361633,NOR
1,305.94184450569105,308.2280208569632,NOR
2,309.8872785603628,306.89463772748127,VER
3,198.8235196555884,202.5214109497342,NOR
4,235.23910436658687,236.19010938614974,NOR
5,226.421482400057,222.6275056401216,VER
6,209.84272314712481,206.3684201319243,VER
7,237.32293833120625,231.2007974244898,VER
8,272.260378195671,269.8616592206803,VER
9,275.78073869765086,277.2377082947368,NOR
10,174.1701330376568,172.0847087175605,VER
11,240.72052317836224,238.17446853989085,VER
12,117.48098553754957,116.76094210706961,VER
13,226.48933943159267,228.21997091580417,NOR
14,278.9621494350914,278.9295539796304,VER
15,293.0825899873621,294.9910721020391,NOR
16,222.5789007210604,212.121498312591,VER
17,186.7039610511123,193.1923107229874,NOR
18,268.41209670342414,271.0649930370236,NOR
19,293.7964999953168,295.9742661646835,NOR
20,305.2087712879184,307.1022357080904,NOR
21,306.4350172844444,306.2389881650794,VER
22,267.8352994813473,258.7567026006349,VER
23,116.76530054434669,120.2970521187246,NOR
24,243.45726233913996,248.63277777834037,NOR
