Minisector,SAI,PER,Fastest
0,153.10802502472592,100.40527817219228,SAI
1,160.8668855692389,124.69067682962636,SAI
2,159.1287259753328,196.51511634652155,PER
3,114.13659698908819,122.7302191129442,PER
4,139.84583344197532,157.80405611637107,PER
5,133.48295350213922,226.0082575047619,PER
6,105.97732381134762,211.9807142485081,PER
7,176.40398437575433,121.84929762491254,SAI
8,210.59467787114846,150.23678622645187,SAI
9,125.88575875725729,219.18541666666667,PER
10,139.84532967032968,247.47461676833518,PER
11,217.01922649190584,236.65589930097207,PER
12,249.0182910258658,217.9047619047619,SAI
13,263.8357142857143,143.34367326725874,SAI
14,272.32472527472527,113.44208540144754,SAI
15,276.5333334153846,102.15074027542637,SAI
16,228.48677226666666,100.9730970763672,SAI
17,81.01758103362637,173.1308710787879,PER
18,107.87289229192135,182.53874032368608,PER
19,174.3656431206256,195.4857938087408,PER
20,175.8804711256236,207.61116813445378,PER
21,176.7106575963719,156.47688386980016,SAI
22,159.40107749660277,80.83313721135823,SAI
23,171.83465847272726,116.18499288309465,SAI
24,116.16138697943556,,SAI
