Minisector,NOR,HAM,Fastest
0,293.85348933875076,291.10609580649196,NOR
1,306.55837329109437,305.9098957714286,NOR
2,313.7730476381699,311.1852525252525,NOR
3,314.31083322666666,310.62517371555555,NOR
4,190.90550432573477,189.47501747916772,NOR
5,211.71372754364532,214.08411698082537,HAM
6,268.3861669005848,267.89334251539395,NOR
7,271.60837317155557,268.6646913095032,NOR
8,193.3049609351065,185.51064244515763,NOR
9,142.3151122863413,140.86242715659222,NOR
10,182.75437543675574,174.4169922304185,NOR
11,261.5988464069264,258.4979997608551,NOR
12,247.17273755692435,250.68463800248446,HAM
13,231.01250941849804,229.13450207259748,NOR
14,272.053584616127,267.6093518222222,NOR
15,163.84392986340134,168.30904662376486,HAM
16,220.9137942912,218.48011084515554,NOR
17,232.6723452253262,241.41586451869182,HAM
18,131.5540433297143,131.52839567099568,NOR
19,241.3023934193963,236.79541900472478,NOR
20,282.5880202600151,278.1584998741333,NOR
21,237.91676506131517,248.14439571424123,HAM
22,138.4444055259259,137.40209554824622,NOR
23,204.7990675098533,207.63508165196342,HAM
24,271.88332882539686,267.9184336716701,NOR
25,,285.12,HAM
