Minisector,VER,LEC,Fastest
0,292.28835946711985,291.14833960902257,VER
1,219.3012492864044,217.90798781808812,VER
2,145.9853680328202,140.4354364085459,VER
3,222.96511197480046,221.20607582222223,VER
4,157.66980936290824,155.38077376201068,VER
5,177.11941665563842,170.58797346138192,VER
6,248.0849829418819,247.9848483878788,VER
7,272.4286350408847,270.7136062760828,VER
8,280.25066137566137,277.0125000421053,VER
9,260.3906762700188,253.67270424671202,VER
10,245.65877906369727,243.88764716229616,VER
11,247.45036229565218,244.9492425212121,VER
12,213.24865608554242,211.396333312,VER
13,141.21971191437785,137.01920185019569,VER
14,155.45404691180045,151.5304157213738,VER
15,183.92044320628048,171.4234933624946,VER
16,255.58730209523807,249.40513817212593,VER
17,242.95268648928527,249.57442191680298,LEC
18,117.51519616547901,113.92002497588987,VER
19,193.80450820906393,191.53896673197278,VER
20,198.33697534433904,193.65138899753086,VER
21,233.37246376811595,230.19358285694852,VER
22,263.0669125750036,262.78220211654735,VER
23,278.84916695963,276.09004368074005,VER
24,288.0244708994709,284.8983796148148,VER
25,291.0,287.57499977142857,VER
