Minisector,HAM,GAS,Fastest
0,250.89174637714285,250.74836864378693,HAM
1,140.301917269394,131.520893735455,HAM
2,265.7187508571429,261.61106273103445,HAM
3,306.02397899701856,305.0319773122184,HAM
4,303.89666653866664,302.9668899111111,HAM
5,310.5034852396393,310.534647752381,GAS
6,314.78858508888885,314.52430555555554,HAM
7,313.9138814480082,308.8819443953813,HAM
8,212.12212197248675,199.01142314886314,HAM
9,203.5824688170887,191.15343493460688,HAM
10,194.1756720221916,178.69985633714361,HAM
11,170.68979666141087,167.26855741936652,HAM
12,248.8695844977778,250.10735179578685,GAS
13,276.4332671362556,266.89390653328013,HAM
14,280.6059635942301,272.2580088459031,HAM
15,279.7125970621177,266.3077188623974,HAM
16,192.53914389478612,181.67051417611364,HAM
17,198.9563800368243,190.67774865035653,HAM
18,241.9753453171886,240.24292745430708,HAM
19,287.043927678423,285.91789505641026,HAM
20,306.05430487159106,305.78383313066666,HAM
21,314.2579709217391,312.44174095238094,HAM
22,312.1610188398608,305.0201481930101,HAM
23,261.97924918752057,245.0518417047619,HAM
24,118.83169423063886,112.28557449543015,HAM
25,230.25,,HAM
