Minisector,HAM,SAI,Fastest
0,270.2151945904762,268.49268168048485,HAM
1,246.90816801845375,241.84990313797545,HAM
2,113.25471106895122,118.8664566713468,SAI
3,172.0893703238249,172.74534666558924,SAI
4,186.44389010846572,185.06956520417555,HAM
5,196.19172493731799,203.2720763205861,SAI
6,263.53543795671,263.85183017311897,SAI
7,286.546520068129,285.3301882706767,HAM
8,234.93308013876828,244.2019221483506,SAI
9,139.32905007864397,147.8163249593525,SAI
10,116.25790208983479,115.25396397967927,HAM
11,143.63778671228616,150.9605225150718,SAI
12,244.6980176777143,238.61991899999998,HAM
13,146.824223381822,157.2781823664138,SAI
14,150.18842323276334,144.0085082240422,HAM
15,106.76460460155606,115.89139573561955,SAI
16,215.97371230983393,205.36199241345403,HAM
17,232.6214337219131,244.52644771475215,SAI
18,128.28996831989818,125.92793764367333,HAM
19,239.41717771398118,235.01061331551455,HAM
20,274.6685491224242,271.1182758104308,HAM
21,192.6118321767007,210.31519992602344,SAI
22,152.85511269238094,146.73326450424477,HAM
23,215.55023216971853,215.49998331665225,HAM
24,234.77268956359322,219.05890467502013,HAM
25,,254.30807213333333,SAI
