Minisector,SAI,RUS,Fastest
0,317.5637437154346,318.03630268478054,RUS
1,326.00904966469506,328.43404613132833,RUS
2,321.83153778442147,328.20205620037194,RUS
3,184.17600921255888,187.29258256868482,RUS
4,125.8892529988628,126.0733040174544,RUS
5,261.59980368501596,263.29019682905056,RUS
6,298.62520737501507,300.6544013991342,RUS
7,312.49854831918975,314.1330128,RUS
8,268.1770744383261,267.48490005707004,SAI
9,139.31340684357752,138.85128748018684,SAI
10,209.55782793224708,211.85126349871354,RUS
11,209.75003486452894,206.87507452527538,SAI
12,193.6940788943653,186.54075878565197,SAI
13,265.25033835326644,263.29435274352215,SAI
14,300.8386540836458,301.7223735044156,RUS
15,312.30024986983653,313.90156633040414,RUS
16,256.4276986107137,264.51979444627375,RUS
17,211.04163897072078,208.08356771416035,SAI
18,270.9847263232778,270.1545586269553,SAI
19,304.9638447895739,308.4036684988988,RUS
20,315.57901158466467,319.85662514726266,RUS
21,296.62425736630087,304.4281156791797,RUS
22,204.1284517960189,201.22956675917533,SAI
23,264.51435137186456,255.745977936734,SAI
24,301.05511586279374,300.2811744833016,SAI
