Minisector,HAM,OCO,Fastest
0,308.1054884557983,304.8300306217989,HAM
1,211.22965782905337,212.63717159695238,OCO
2,131.70881612032957,129.2361156007874,HAM
3,219.10619518350376,218.50114088877845,HAM
4,262.30788734730163,262.7416516967313,OCO
5,287.7420220168034,285.78631952748486,HAM
6,301.4067540239776,298.62224696190475,HAM
7,265.82107477027114,251.83096997345015,HAM
8,171.68239454238469,164.35343368926127,HAM
9,239.81185499063608,238.97318410831,HAM
10,273.4889388165079,267.67923364495306,HAM
11,256.17519223498664,259.41114416342856,OCO
12,206.18846300727344,206.08687763929495,HAM
13,121.21948811668932,124.78831915566998,OCO
14,125.87781773671365,121.22991435649702,HAM
15,153.31381920444565,152.8532840853855,HAM
16,125.48418250618198,120.40558385773649,HAM
17,230.05454060578987,223.81674285507762,HAM
18,172.24654585084247,162.46131897278306,HAM
19,161.25800541251766,157.45611364659442,HAM
20,241.51604694703383,242.4994956250505,OCO
21,272.9855437478059,270.32510300583476,HAM
22,291.53450688291815,289.47209371897435,HAM
23,301.4016070120635,298.6150343911111,HAM
24,306.20836043359304,305.7516230330253,HAM
