Minisector,HAM,ALO,Fastest
0,278.6541819118197,273.1720196176532,HAM
1,239.45527925164524,233.65776018919178,HAM
2,118.27537266975311,119.85505748460132,ALO
3,191.75695266607244,190.7453597838497,HAM
4,183.44220516208827,185.2807028687442,ALO
5,220.36927461160704,216.03143283977792,HAM
6,277.813123514797,271.4082646437665,HAM
7,295.1005029265336,286.78609023580026,HAM
8,189.2372428151181,189.4810245950227,ALO
9,134.7144379248158,135.1773368077034,ALO
10,136.340087488696,138.52384680235707,ALO
11,191.84618319831043,190.68766228916616,HAM
12,224.73716972853362,232.0152379230768,ALO
13,135.11865839346348,138.4363656247907,ALO
14,157.87492082340663,163.47306792493723,ALO
15,121.6867084387457,122.58762241898927,ALO
16,256.0004622518751,250.48835715258022,HAM
17,144.22548236355888,149.5079763192505,ALO
18,200.8539008689968,195.41350143459172,HAM
19,140.69678152212484,142.72591313721566,ALO
20,155.20297986379876,151.8842945269321,HAM
21,130.67184078915665,129.48185085519475,HAM
22,146.44040085056997,144.8674131284707,HAM
23,222.0211279889915,223.94409284038602,ALO
24,236.88639619340327,236.49171718508626,HAM
