Minisector,VER,SAI,Fastest
0,286.5438667929051,287.46058440839914,SAI
1,296.0463769043478,294.4155796869565,VER
2,285.9299633073819,285.3356641466818,VER
3,119.28146519910611,111.58179987398987,VER
4,221.0231201032258,223.73694432,SAI
5,273.5369121461883,272.7726585828571,VER
6,228.02110755555557,214.4905110118326,VER
7,161.9495100261932,163.32258686171377,SAI
8,217.65238032380952,212.64086049032258,VER
9,221.21885651247146,223.08865183034325,SAI
10,122.84848295110257,120.33502567756348,VER
11,223.25206422349208,234.16376083841374,SAI
12,128.31904192529282,126.92466182179304,VER
13,225.18311708444443,224.23490956069838,VER
14,277.6345719832381,278.82999987200003,SAI
15,231.0734847074996,217.94077194441672,VER
16,192.75490321568628,192.84206593784532,SAI
17,245.95637925910884,250.49183870658143,SAI
18,210.9526863139785,199.666053441136,VER
19,182.2806443995327,178.9646662631462,VER
20,263.8660497414319,262.7554617427615,VER
21,285.3433841856502,286.82836445548656,SAI
22,181.90889112471663,177.97748246433773,VER
23,214.12619252596008,218.78011923809524,SAI
24,268.7772049759504,270.4409511450148,SAI
