Minisector,NOR,HAM,Fastest
0,292.3000334307318,306.4955321392073,HAM
1,302.54592622336156,320.6289904253968,HAM
2,280.5598541021645,290.9675051275782,HAM
3,111.69907812676684,107.64542079061006,NOR
4,225.8819001619368,231.76214398837604,HAM
5,272.6771638366874,270.68620132041406,NOR
6,216.49699384447413,218.507135225679,HAM
7,168.0868360920168,163.38350365768858,NOR
8,211.9420670218404,210.7886668887814,NOR
9,216.88779070753822,221.04553179523302,HAM
10,118.15915416227828,115.32231580899003,NOR
11,230.80974639519147,227.47976739779048,NOR
12,117.77920740784865,118.37546119119985,HAM
13,224.2596070144108,218.85989112017734,NOR
14,275.96802135533756,274.5690678345578,NOR
15,229.89273447682538,233.64263899161716,HAM
16,192.82608198448202,198.51280583432964,HAM
17,253.43529515338227,250.97198552046186,NOR
18,207.12864464994405,203.98080258600987,NOR
19,182.0653833736937,182.2849892670729,HAM
20,263.31541715724865,264.4623250820183,HAM
21,290.27937866447206,288.55889732330826,NOR
22,170.08077976019098,170.69627394732484,HAM
23,210.17822886884628,209.44725541227513,NOR
24,274.70627836559885,272.067556377547,NOR
25,,285.7750016,HAM
