Minisector,VER,PIA,Fastest
0,248.34023013986393,246.80929661887447,VER
1,283.17250464295125,283.29665811266955,PIA
2,182.7641066721693,178.7978626030001,VER
3,156.23361261827995,148.41656446677385,VER
4,256.7526564520635,255.5375054326702,VER
5,274.185439687928,271.99711893809524,VER
6,240.4368594893754,240.25507352845574,VER
7,207.2345313606391,209.08538283783136,PIA
8,159.59836089390177,168.86105863234474,PIA
9,218.42201401998827,218.74579607450798,PIA
10,271.43554634020205,271.7223350658806,PIA
11,126.92057581210351,127.223319913364,PIA
12,212.87314017192764,211.87167337820992,VER
13,274.7097672228571,274.43607130546224,VER
14,297.57848187970274,297.48061574200784,VER
15,308.4543703249524,308.23655818153605,VER
16,235.5272049359552,233.56755140154195,VER
17,130.42077472411688,130.1187720190937,VER
18,129.91953338154204,132.77736876030696,PIA
19,122.11592984678646,122.32176820732009,PIA
20,225.49135364158116,227.75104761876045,PIA
21,259.6474605079208,262.8614995898246,PIA
22,243.031496761432,226.84400582123456,VER
23,217.81777670853702,218.0084229893054,PIA
24,135.18108005615906,142.46040782032557,PIA
25,216.88,,VER
