Minisector,VER,GAS,Fastest
0,253.64186804970726,246.8248190698811,VER
1,211.63498614030163,204.80714830705685,VER
2,202.7105359576541,206.40824717300316,GAS
3,262.46673909520047,257.6645118983496,VER
4,278.7889653794345,272.1320979353361,VER
5,294.04219392249246,285.36654249650894,VER
6,141.39340616840263,158.29442039312934,GAS
7,195.77287005573194,182.865419821486,VER
8,271.4904797378695,264.2931301278213,VER
9,298.50201971163057,291.8747914278788,VER
10,311.0274202663731,303.9657638301235,VER
11,310.8417992460243,301.45368441559486,VER
12,108.56808411987456,109.90195665814355,GAS
13,200.52082384482384,188.00808506357143,VER
14,271.5922800299415,266.1098246939176,VER
15,296.36113638358444,291.0985891299048,VER
16,298.40482877633474,291.6998637512143,VER
17,185.13157753326766,187.9898591220168,GAS
18,219.65947565011703,216.61396914886848,VER
19,271.5883333333333,261.30629663455784,VER
20,142.60497556790395,145.38252257166036,GAS
21,145.35535119830908,142.0787724366434,VER
22,220.5072068471795,212.69385714304528,VER
23,238.73011612072258,231.8787637853968,VER
24,160.62389169500995,154.93452844444442,VER
25,225.01499904,223.92,VER
