Minisector,LEC,SAI,Fastest
0,117.09436384594466,152.15434145789902,SAI
1,146.60018370460494,161.04609110246793,SAI
2,166.17480401269842,169.45467863706602,SAI
3,106.0529579,113.87732335467958,SAI
4,144.34096543914265,137.34799999999998,LEC
5,195.3457164393851,132.4004215636777,LEC
6,153.95975569909567,113.10967741935484,LEC
7,140.83906153333334,132.5422226968167,LEC
8,143.8127265485781,209.5326330532213,SAI
9,144.18509663218737,170.5342029282669,SAI
10,182.5625706015319,114.48406791619048,LEC
11,152.4552532306218,169.375,SAI
12,148.3749981217391,227.7766778809833,SAI
13,184.42648965498842,253.34931048625543,SAI
14,201.70889700947086,264.88461538461536,SAI
15,155.6184806995671,272.685119047619,SAI
16,118.64945369011305,276.5333334153846,SAI
17,94.4375598737661,238.67361877333332,SAI
18,112.47154094812304,90.05780958837981,LEC
19,121.63846462528736,89.78866070720913,LEC
20,141.21260877523284,166.81410466091327,SAI
21,197.59208488515404,179.45651680401002,LEC
22,153.81595135934433,174.74232460350876,SAI
23,172.73148311289793,163.4212826671893,LEC
24,220.271092,174.66708181333334,LEC
25,,146.37003968253967,SAI
26,,104.88224089702105,SAI
