Minisector,NOR,SAI,Fastest
0,295.9930331243513,304.53290716625173,SAI
1,173.38217128664502,162.33844776222372,NOR
2,177.199034613663,168.66404696378868,NOR
3,252.80521506917393,248.71337541511377,NOR
4,287.37757702702027,285.45943443924966,NOR
5,253.6841254969697,237.19201460892563,NOR
6,229.24943031077254,220.48681458039792,NOR
7,154.96718084466875,152.1111901047914,NOR
8,225.7814968370068,224.895093818158,NOR
9,280.39660791665705,282.13157524492715,SAI
10,301.3426601732,307.2571628830926,SAI
11,311.701276477193,324.28213809724315,SAI
12,316.6612433801631,336.3413783018155,SAI
13,314.16517138257495,333.2720597002959,SAI
14,138.01268036871068,128.77236647566525,NOR
15,119.51339316631562,117.94758205701932,NOR
16,102.84840162510747,104.0062624773669,SAI
17,234.7718671453968,232.091701562886,NOR
18,285.0598270657924,287.04651540876444,SAI
19,305.7063211688312,314.83402494111647,SAI
20,316.1916942953651,331.4460658831971,SAI
21,317.91528306646273,335.75759540210527,SAI
22,127.4991159004056,118.34379303684553,NOR
23,207.2156135949384,206.27943882539685,NOR
24,272.70026648194954,274.1966822632518,SAI
25,286.5249984,,NOR
