Minisector,VER,GAS,Fastest
0,313.0249300945454,327.37472590637805,GAS
1,239.11125580060215,246.64563212010802,GAS
2,133.00903303351043,130.49941424859747,VER
3,222.07111086814814,215.44011345318543,VER
4,266.98248891241434,262.1086371943978,VER
5,293.5279218346194,288.48269469595766,VER
6,309.1378039595828,298.74712955880125,VER
7,284.4645041756863,288.7415845279552,GAS
8,175.34213218812462,176.5290906649084,GAS
9,241.46318682373922,240.67970674750103,VER
10,274.61793762329637,269.94561301124185,VER
11,260.6290446682353,260.4031229513637,VER
12,210.62384405665324,206.47132771702218,VER
13,125.61400374621779,122.4377012258977,VER
14,123.84842381442586,118.04725771896854,VER
15,156.832334709506,172.95184437504895,GAS
16,124.4088212451245,119.89260004213489,VER
17,229.4544251668027,222.17736985720057,VER
18,186.91808807081406,193.35069262868686,GAS
19,164.32442364014074,156.08391503056578,VER
20,245.13143441955418,241.31331704848577,VER
21,275.3228839068783,269.27411856285715,VER
22,294.1273563854912,287.610231757037,VER
23,306.29126107493767,299.00942643121,VER
24,311.7412202666667,304.8687996825397,VER
25,,307.9819445333333,GAS
