Minisector,PER,OCO,Fastest
0,293.11420752217686,290.74730835333503,PER
1,167.55845240482165,163.98589312178245,PER
2,173.6993114692289,170.62114317820004,PER
3,256.1737949042424,251.9112132040917,PER
4,283.858379543319,283.0496469181103,PER
5,253.8048004344653,241.58923437249496,PER
6,227.14548026358278,225.26632452586972,PER
7,150.48848436706658,150.56678244266655,OCO
8,229.18417995844774,226.00722042264934,PER
9,282.91363601454543,280.5285767975588,PER
10,301.6894500529005,301.80686729974025,OCO
11,311.35728456605045,312.3067069988304,OCO
12,316.0029959299048,316.48530819088364,OCO
13,313.58037237131083,312.35689547655807,PER
14,130.61270708692672,127.02408744863173,PER
15,119.41209502086492,117.72512726716337,PER
16,99.6603508282187,99.89190853010967,OCO
17,236.48231616725886,233.78687053522034,PER
18,287.52976176483185,286.17204411238095,PER
19,308.6746691238095,309.5209479954212,OCO
20,319.5836435846465,319.97446462470685,OCO
21,321.72036423553425,322.3929142973262,OCO
22,120.40401668471884,118.1116101912775,PER
23,203.8623776899408,200.6955593767497,PER
24,270.73345638726744,272.39403569432505,OCO
25,285.7,286.5833344,OCO
