Minisector,LEC,GAS,Fastest
0,286.9935209770308,281.5261190722689,LEC
1,122.43118020729732,122.373888161434,LEC
2,167.84240787252833,159.74529465477474,LEC
3,210.7384833921429,208.11331198429508,LEC
4,164.96728575587554,158.3859216190444,LEC
5,247.36112965102538,240.8568425237423,LEC
6,210.91689689608714,210.62973410909092,LEC
7,140.14783158119957,134.70764560217486,LEC
8,238.65000668434115,230.74312565333335,LEC
9,279.4822649934248,274.2373404116364,LEC
10,287.3539056,284.64926437647057,LEC
11,148.24600881139688,144.55513297839016,LEC
12,223.2475667186147,214.3083881004329,LEC
13,273.6192716888889,269.0646500910053,LEC
14,277.53815949469055,265.5292893490196,LEC
15,100.80482782814815,98.66388999663333,LEC
16,222.54242608484847,219.78541760725625,LEC
17,275.02708406666665,269.6346725175271,LEC
18,294.37498058338736,290.03286539039067,LEC
19,304.96797629968256,299.9408334222222,LEC
20,308.89296305777776,304.32055566222226,LEC
21,295.28474912239767,283.07715275879633,LEC
22,159.8004755047619,154.99495920505058,LEC
23,236.05348180489904,235.60312624,LEC
24,276.5102165984912,275.17156912941175,LEC
25,286.0,,LEC
