Minisector,PER,NOR,Fastest
0,298.8965482242157,298.6293348646191,PER
1,237.62630010677952,234.47191650126624,PER
2,191.57249593997113,191.6955827399571,NOR
3,262.14178428279394,263.0497393306183,NOR
4,219.2848662512619,212.42846254483234,PER
5,109.39415515431543,106.9007689762649,PER
6,174.62902343645996,165.19114213864125,PER
7,258.7211670042452,255.67809364609053,PER
8,293.17002371577513,288.37636748279994,PER
9,308.6690031211362,304.45404367394383,PER
10,315.78444044419047,307.34275739064066,PER
11,222.82038472409567,211.8631838063492,PER
12,137.7906194103592,136.45776135995283,PER
13,254.05180110002425,250.9976455107664,PER
14,293.6065766145184,289.6461508992,PER
15,306.4064655752804,301.9546928517246,PER
16,302.00153508771933,298.1575776758592,PER
17,253.0333413094231,257.55820608410255,NOR
18,178.8600014459966,176.0233409592216,PER
19,169.99783153902573,169.97982890930356,PER
20,174.50838492718728,170.7200462376088,PER
21,235.25429028647193,239.8199271185348,NOR
22,118.67777862467156,113.57215705652409,PER
23,200.51585508916244,190.68946070069197,PER
24,277.43469787583547,275.3366331916402,PER
25,,291.0,NOR
