Minisector,HAM,VER,Fastest
0,232.04186661245154,230.05844869760588,HAM
1,281.2855932110255,280.81433118730126,HAM
2,295.38624056074474,295.1485611257338,HAM
3,302.50407716130707,302.5526319855434,VER
4,277.8005062885794,281.38461688669986,VER
5,174.54457065078898,172.46246511915942,HAM
6,262.62678239461695,261.92634094401666,HAM
7,278.41908932931705,274.4966080299666,HAM
8,224.78829994395673,215.85746119688815,HAM
9,221.67810273908657,219.70097990056993,HAM
10,193.71973441112002,187.7125446831138,HAM
11,228.27944053674523,225.894114059815,HAM
12,213.4175949349278,208.87215682936417,HAM
13,223.369713972983,217.2119370172575,HAM
14,224.64014771213706,222.4308714833181,HAM
15,187.42328840589832,184.0330063224985,HAM
16,247.64884646891662,243.6624337925146,HAM
17,284.8424519907042,281.606184455466,HAM
18,296.34466210443435,295.2702458300143,HAM
19,287.08811714326015,291.0210413682219,VER
20,137.79162501304373,137.11945327158895,HAM
21,168.6495385750066,163.8044323619337,HAM
22,153.06353750405137,150.39626666716416,HAM
23,210.28789848640062,204.4573685491393,HAM
24,150.6893287676846,150.3827517859781,HAM
25,185.6,,HAM
