Minisector,HAM,ALO,Fastest
0,311.4287035851852,308.0060185481482,HAM
1,238.84523398095237,228.38077235996096,HAM
2,136.77136368617246,130.66613037392537,HAM
3,220.70328900295917,212.47858216589262,HAM
4,264.64234607835715,258.7018711292517,HAM
5,290.7865199327731,287.5036193866644,HAM
6,301.5416391403249,303.2084400805426,ALO
7,283.21162487017546,276.1066654933333,HAM
8,179.14597415553226,170.91785912089355,HAM
9,242.38645114195012,238.3635356753623,HAM
10,271.2674531664722,271.8666666666667,ALO
11,260.1344590997494,258.23888569774,HAM
12,209.6225281206707,200.56095656296296,HAM
13,127.53898313833815,121.22454856816495,HAM
14,128.25770561870797,121.22758001346752,HAM
15,161.14922021640746,156.31973041568628,HAM
16,127.14192532071772,125.01391301515102,HAM
17,233.30549445145667,220.6361111111111,HAM
18,183.6870655938056,176.70271509247334,HAM
19,165.3140739662932,163.20307740360425,HAM
20,250.7153419151515,243.30871858058558,HAM
21,279.96299568253966,273.6379073764411,HAM
22,298.0236767177346,294.3521358072829,HAM
23,315.083088627451,313.1357376912414,HAM
24,324.1308127398966,326.0088625185185,ALO
