Minisector,VET,SAI,Fastest
0,269.34226224761903,260.659916939346,VET
1,133.1527647233081,127.14849104761905,VET
2,189.55119020288296,193.06386710275288,SAI
3,244.9686952241037,243.6365042925514,VET
4,264.8905023701038,253.71279354048883,VET
5,180.46834909358407,173.92778925599137,VET
6,142.50968577079524,142.5532384792381,SAI
7,181.0497347403224,173.5714823010879,VET
8,100.61759170747017,98.87900016719179,VET
9,74.28042562703955,75.22825497625944,SAI
10,92.80726406280677,93.31158215856361,SAI
11,171.10204115392185,177.33188852023332,SAI
12,243.06054292619612,244.71029643827538,SAI
13,271.45641066666667,267.45897403076924,VET
14,282.8998751414233,280.36987175384616,VET
15,114.93294719014311,118.00266402331077,SAI
16,139.0366812577581,133.0846304316102,VET
17,191.8842917240482,186.52066950499773,VET
18,195.73556114055677,187.77706081265345,VET
19,224.70202489923065,201.45304226083948,VET
20,130.44184207842662,125.53566060160823,VET
21,120.01939728700124,117.71180588910106,VET
22,88.49709114389705,87.5027644276515,VET
23,189.4277809777778,189.17397659769253,VET
24,250.75690405682263,248.23674171021688,VET
25,,261.8124992,SAI
