Minisector,LEC,SAI,Fastest
0,279.7316376421053,273.71718495731096,LEC
1,120.3827322235722,117.47268617821754,LEC
2,162.20038947860317,159.12643915299103,LEC
3,198.12594367175345,202.01090317374522,SAI
4,157.51933904155842,153.98010749392776,LEC
5,228.64607764391053,235.35774270712497,SAI
6,181.1606312165419,204.79076829065255,SAI
7,131.72416109518224,135.11620488355217,SAI
8,239.70822465561906,241.9111111111111,SAI
9,286.38572300273773,282.73329142435176,LEC
10,271.41016932712387,279.045866646813,SAI
11,149.33315300628973,150.57596898363397,SAI
12,227.5131795474286,227.70326520763564,SAI
13,277.0468585057143,276.5289923039923,LEC
14,263.15023851797594,247.75839394202706,LEC
15,102.18656710528893,101.18954915689223,LEC
16,230.37179136459332,231.58902200410554,SAI
17,293.2820027238095,290.73154761904766,LEC
18,322.6418849225927,310.2525740547325,LEC
19,334.4371180711111,308.48300865800866,LEC
20,331.6570392292571,302.57028265851795,LEC
21,284.54649134508895,265.76604809956837,LEC
22,149.70618521565657,152.56189991964627,SAI
23,238.80657676374335,244.89005726479587,SAI
24,297.43541684705883,277.6783683645345,LEC
25,311.0863639272727,,LEC
