Minisector,NOR,PIA,Fastest
0,306.23829833229274,306.7930655466667,PIA
1,206.20742174436768,206.76407927395863,PIA
2,149.95361592142856,146.16713702538397,NOR
3,228.73670103873013,225.02483744415585,NOR
4,165.69526693454364,169.74129250661707,PIA
5,185.70521947136416,184.75542545883596,NOR
6,258.1344825618713,252.80336591336345,NOR
7,280.8581896417175,278.08694067221154,NOR
8,289.56888896948146,287.6247796001411,NOR
9,263.66436874812484,257.032434754958,NOR
10,246.70025911099856,234.29029312448637,NOR
11,242.27479155555557,236.31738694209525,NOR
12,205.0967576825893,202.54950322327767,NOR
13,126.54043716425413,129.73662363273368,PIA
14,134.1254209434833,141.6102740574391,PIA
15,172.4739974606349,168.72997662635797,NOR
16,248.32887256812367,246.1549465748687,NOR
17,248.40433931555557,243.25556197417177,NOR
18,111.91892436138681,115.91444538541265,PIA
19,204.12046484018208,197.16452986809819,NOR
20,206.89383420586665,206.49178074048308,NOR
21,242.23273232611785,233.5195353454403,NOR
22,269.375545423752,262.90000563668474,NOR
23,289.88973242857145,284.7706179104762,NOR
24,302.04555373511107,299.06761372596003,NOR
25,,304.97500032,PIA
