Minisector,NOR,GAS,Fastest
0,308.7483833936842,327.37472590637805,GAS
1,237.4555419954978,246.64563212010802,GAS
2,131.60708444437446,130.49941424859747,NOR
3,221.2294575021068,216.7134420593027,NOR
4,263.19557973620965,263.1154270190476,NOR
5,293.0485408498997,288.48269469595766,NOR
6,306.88244428800004,298.74712955880125,NOR
7,288.16145854306876,283.98955175195766,NOR
8,173.43759604512823,175.46205450910475,GAS
9,231.95171803999997,240.67970674750103,GAS
10,274.4481729974026,269.94561301124185,NOR
11,273.2396708888889,257.9809349029129,NOR
12,211.98770985165945,206.02570325887444,NOR
13,126.42347701655558,119.30700874325025,NOR
14,117.87658424792463,118.8648093476336,GAS
15,169.6493225075132,170.60867732763347,GAS
16,118.69253342520058,122.51077468086507,GAS
17,225.2692024204287,223.3936202144218,NOR
18,198.59803118814816,193.35069262868686,NOR
19,158.43176916292776,158.1026330725772,NOR
20,245.67524404994708,242.76436768128437,NOR
21,274.37428763247027,269.27411856285715,NOR
22,291.2295903756254,287.610231757037,NOR
23,301.0652677942857,299.00942643121,NOR
24,306.87479513801935,305.2568143222222,NOR
25,,308.0,GAS
