Minisector,RUS,HAM,Fastest
0,299.60312413617316,300.8512595974095,HAM
1,241.37285385315923,229.31510860546032,RUS
2,133.13253468753624,135.43885371757403,HAM
3,238.7424544349787,245.97524985779845,HAM
4,191.78291854319326,191.96616683020682,HAM
5,244.7704358335952,239.65652069538316,RUS
6,233.6843185158423,226.23560035003067,RUS
7,258.3252460732138,257.2135994407408,RUS
8,284.67109546971426,288.5838392600135,HAM
9,201.41189140270043,207.65414414580815,HAM
10,205.4654627545705,201.53036528335025,RUS
11,273.70366800022083,273.5130817223665,RUS
12,216.75180156495375,221.52165825602228,HAM
13,253.21759208067624,249.35634524639804,RUS
14,289.5134363105102,289.80769790120894,HAM
15,304.30806774724635,305.1836323014493,HAM
16,301.2450777023052,307.87786020941326,HAM
17,213.66952168276376,211.5882247587398,RUS
18,257.22493908544516,259.25681860913727,HAM
19,293.3458336646465,293.361906402963,HAM
20,306.5690169204427,305.7395927949121,RUS
21,309.772886872381,304.3369489403752,RUS
22,151.84212546880036,150.66924657349628,RUS
23,231.39690095942652,232.95720245917,HAM
24,280.9795109809778,286.0749389236825,HAM
25,,297.682144,HAM
