Minisector,LEC,SAI,Fastest
0,295.1000520590981,284.1770969025451,LEC
1,155.13144862328505,150.30020821966835,LEC
2,164.54794772653125,156.17144552085048,LEC
3,232.91925184922454,241.95865671143892,SAI
4,254.93503272899932,263.0221173625859,SAI
5,238.73964217858918,230.37855824516694,LEC
6,215.1973698305467,205.46046409764773,LEC
7,143.9978018929558,139.68703699870417,LEC
8,226.10323745876576,228.88232389438423,SAI
9,297.09194533595024,297.98178396645505,SAI
10,320.04117642875815,320.4724998577778,SAI
11,317.68788039788365,320.4425773929822,SAI
12,310.9306987045926,313.7951339085714,SAI
13,306.4355555555556,308.60457868883117,SAI
14,126.43863258703215,126.57798024582091,SAI
15,116.85002357577129,118.9397634286959,SAI
16,105.4125361490275,101.85374746923377,LEC
17,236.9015856793269,238.19559790976433,SAI
18,302.64358454179893,302.83766929862713,SAI
19,320.5713869894345,318.82318147369836,LEC
20,316.3235757170068,316.4836111644444,SAI
21,312.4193422596491,314.87368424421055,SAI
22,123.83124831681874,117.27754813754511,LEC
23,202.368326865266,204.8150678649916,SAI
24,277.19224939343434,269.85173823126365,LEC
25,288.0,277.27950281918123,LEC
