Minisector,VER,PER,Fastest
0,293.1554306769748,291.79608396642215,VER
1,300.2954629807407,299.1812919744538,VER
2,217.80279537888197,217.97603740661728,PER
3,140.58670430603175,140.47478535483629,VER
4,214.8626287777778,219.3241519052237,PER
5,164.15609796195153,161.76317054256694,VER
6,168.50884807874704,169.2035304816357,PER
7,253.25606014075186,252.33748954138647,VER
8,278.32180117542464,277.53760565122445,VER
9,287.3996862005195,285.31812507123806,VER
10,270.87328096,275.8085478577857,PER
11,251.7782818159615,243.56923076923078,VER
12,243.78164631111113,244.13633871390476,PER
13,218.3725450506718,215.3898460777022,VER
14,134.54785913898638,131.66743083455503,VER
15,143.10414373919414,143.1311554399428,PER
16,176.03985003914275,170.97014448956133,VER
17,244.86257587831153,242.54541687810124,VER
18,246.41849301866668,236.6835086677376,VER
19,117.16545219578514,113.45713356374958,VER
20,190.73598459733333,191.77691382989275,PER
21,200.36983638742018,197.64123803011896,VER
22,235.8077233062857,231.81033807788452,VER
23,262.3475900757086,261.4402628778625,VER
24,281.17166454290594,279.84358473724114,VER
25,289.8,,VER
