Minisector,RUS,HAM,Fastest
0,279.18518620506427,290.49380131338984,HAM
1,114.17829033907013,109.8853373863579,RUS
2,165.97271253743162,165.98260711863097,HAM
3,216.6287840441457,208.17366748104826,RUS
4,158.2537033425226,162.4771784211016,HAM
5,241.0041256098399,243.09150361410016,HAM
6,206.71233395129812,199.80760545885357,RUS
7,135.10539098263527,136.03227124067826,HAM
8,235.6408938736804,240.4278527846698,HAM
9,277.0856944444444,286.81146616541355,HAM
10,286.4384694637004,290.354015242041,HAM
11,153.26847152444444,149.34362698352942,RUS
12,226.11146392352487,223.79385520700103,RUS
13,273.1077596689386,272.72839640023784,RUS
14,273.5190367965368,264.4785170989011,RUS
15,101.5567689348067,101.32211390094172,RUS
16,211.9377724289855,214.9848641510559,HAM
17,267.98350932274485,276.96159619031226,HAM
18,304.49978524743227,308.3315038099248,HAM
19,317.3147544347016,323.6453543333278,HAM
20,325.5117593244444,332.723361375014,HAM
21,282.99157894736845,280.03504489337826,RUS
22,149.23697501976955,149.30086824079117,HAM
23,238.34186792372654,242.5180212842713,HAM
24,280.4295399669304,267.9142420803551,RUS
25,283.95000319999997,,RUS
