Minisector,HAM,BOT,Fastest
0,286.92916663703704,287.5965277037037,BOT
1,295.18137248627454,297.522678163293,BOT
2,300.1868872,302.1236978857143,BOT
3,301.0091146666667,304.2259799215686,BOT
4,184.42901292698411,188.348459563801,BOT
5,225.13787804444445,222.7931816727273,HAM
6,250.55080628569317,250.01641965564505,HAM
7,271.10839560501256,270.5074402031746,HAM
8,270.2859653459557,271.06157347724866,BOT
9,173.47032597107585,173.4313002457071,HAM
10,234.96196808366267,234.37023779740258,HAM
11,141.57976159346939,141.95539720050965,BOT
12,227.09900630780996,225.3175573740812,HAM
13,205.6113344,205.94088081066667,BOT
14,224.54303890909088,219.13753392336378,HAM
15,257.0882571364968,252.83145845333334,HAM
16,266.956049143404,262.9401630877193,HAM
17,284.95381496039164,285.2208162791174,BOT
18,139.84951914749035,136.6740626095965,HAM
19,170.35279015343943,166.4934110314899,HAM
20,155.4234929761905,154.1165135145743,HAM
21,174.93435805894126,169.5007183448276,HAM
22,123.11633478794833,124.22515029527554,BOT
23,226.9136896,228.14353422683982,BOT
24,268.64473667368424,269.76096522105263,BOT
