Minisector,HAM,ALO,Fastest
0,311.17453416784315,306.1588236392157,HAM
1,201.2252361876015,225.80956031784805,ALO
2,147.55813673703608,142.44440249718812,HAM
3,223.91637626262627,218.33224774909974,HAM
4,164.6572797373906,159.04893045639102,HAM
5,186.45497270845095,177.88325766056167,HAM
6,254.2132454496203,249.4396305777778,HAM
7,282.4458911259259,277.6622792999487,HAM
8,290.25896103896105,286.08942098794347,HAM
9,265.0612346682883,246.80292477754386,HAM
10,239.4850599038434,239.71659712287433,ALO
11,241.002646,231.9290287984689,HAM
12,199.04950056707602,203.42769952914284,ALO
13,128.78883433252787,123.44948430410142,HAM
14,133.05829674978452,138.37716608390377,ALO
15,173.3283304160543,176.7304053115822,ALO
16,249.61032142857144,253.83078821354812,ALO
17,239.8931074146584,240.36747898597403,ALO
18,114.84823607044481,111.27016030448316,HAM
19,198.5730649310216,194.0660737913838,HAM
20,205.80820964060095,190.36922908964615,HAM
21,239.99448194675793,234.45463106020202,HAM
22,269.16354745825873,270.858561820767,ALO
23,287.02199400761907,295.52660199,ALO
24,303.02716656465407,314.0884898566667,ALO
