Minisector,HAM,BOT,Fastest
0,275.7570482206852,275.71625026545854,HAM
1,291.47649379343795,288.6974303825123,HAM
2,289.5869977613353,288.5151620029283,HAM
3,200.42761005473656,183.58537151826408,HAM
4,131.84607185682765,138.81535320837335,BOT
5,242.8391574626024,244.5397075942721,BOT
6,283.3177982257771,282.606285624788,HAM
7,297.7530147189888,293.57367156567926,HAM
8,191.60539879293916,191.6559800079815,BOT
9,154.678439457826,156.70636340168383,BOT
10,253.3453940756525,255.95963274319388,BOT
11,284.1363957850996,284.25519376008657,BOT
12,293.79522040906016,294.0973015890966,BOT
13,289.3115778381171,289.0307594020967,HAM
14,298.48105571751,299.5446005520814,BOT
15,296.5244402797999,297.1070719352788,BOT
16,266.60563457623897,264.29447770077894,HAM
17,243.75720691116356,241.83076652335546,HAM
18,284.0318364916553,282.63835490742605,HAM
19,301.4573627087106,300.15310868739795,HAM
20,307.61260252366435,307.00875076259365,HAM
21,249.2253937188489,253.25237165039286,BOT
22,265.55238803849306,267.3553685497707,BOT
23,147.9425511958809,140.50167038791304,HAM
24,223.06924612322976,225.51099242138702,BOT
