Minisector,VER,SAI,Fastest
0,294.00734374269837,290.17154087778204,VER
1,167.79959670483439,163.51952479718167,VER
2,174.16979486192753,167.83602060511885,VER
3,251.60227958719264,250.5637775304983,VER
4,288.42102711869654,283.43603818781213,VER
5,256.4247121811582,241.7346360307046,VER
6,229.21719758955822,216.8979886295619,VER
7,156.54178295344346,152.9299165401383,VER
8,230.48528752965078,230.3718862379203,VER
9,281.34911973618347,278.9714433981582,VER
10,299.9306413619295,296.0662266870321,VER
11,308.58545491897047,305.06937975071907,VER
12,313.06969246031747,310.1667834896435,VER
13,314.220918214966,308.9617857142857,VER
14,138.54591192680476,131.2147999866019,VER
15,127.04667051154846,124.04434650352304,VER
16,102.46848640506535,104.78579447050303,SAI
17,234.40825399712614,235.64791229686858,SAI
18,288.39047065475836,284.6389439858209,VER
19,307.9534475424339,305.2078424468949,VER
20,318.19992575914955,315.168385456,VER
21,323.6303921568628,317.11281252,VER
22,133.06608004609186,123.70617458305925,VER
23,193.8820066320599,208.39732321265805,SAI
24,269.5308341056318,268.5417131826985,VER
25,283.9062496,280.5,VER
