Minisector,VER,STR,Fastest
0,279.35518294222226,276.60810216299205,VER
1,297.5620090724894,294.8015348240628,VER
2,298.272529389811,294.41944565163635,VER
3,187.00453195471195,177.33139756095517,VER
4,119.80701883148336,116.18416782039168,VER
5,236.25323988524397,232.73274100072396,VER
6,285.31539146593104,279.4822975965368,VER
7,294.40081822857144,291.67586017567976,VER
8,169.7917909642245,167.62006778819284,VER
9,142.0037676290619,132.18083519760054,VER
10,251.33225140029361,247.52839961706005,VER
11,292.64412235950306,286.35386333251756,VER
12,298.2798522587508,298.1460758690909,VER
13,279.4706373499034,275.90992971736415,VER
14,304.101607374043,301.2683588308866,VER
15,306.5223861597691,304.83857724421404,VER
16,246.50169862921908,239.2584287473635,VER
17,225.02859186089373,217.52293601306934,VER
18,284.74152275331585,279.3242677595283,VER
19,309.74505424098766,304.87495516226755,VER
20,316.81125385452714,311.3853569207363,VER
21,236.099122524,228.9904728057021,VER
22,260.3579118092929,253.78221088523017,VER
23,136.7517140805243,143.76275968638586,STR
24,209.46932176027488,203.97947625667052,VER
25,261.1071451428572,256.67916799999995,VER
