Minisector,VER,SAI,Fastest
0,275.23513734140954,277.210995002963,SAI
1,294.4025836928139,301.2312342095238,SAI
2,290.3934620361157,302.1008333866667,SAI
3,181.30821515263747,174.2084871397666,VER
4,121.84511853946367,114.99169761111384,VER
5,231.86074682006512,236.8621804245754,SAI
6,281.03052414222225,285.79232054943407,SAI
7,292.77009702316883,304.16328145888195,SAI
8,180.14039350312171,177.32476803621634,VER
9,141.31234137965973,134.77013859662858,VER
10,247.1846694654916,246.23387252443501,VER
11,285.1131944205848,290.1109673827973,SAI
12,295.04563509164024,304.23476986385964,SAI
13,283.36664120352737,284.98490616601475,SAI
14,293.8589572509174,295.5199166133333,SAI
15,291.6587558273346,295.6015391755514,SAI
16,258.5581840302883,255.44092962423386,VER
17,237.76296541302682,218.27563720374104,VER
18,276.2471838448826,275.0173108402116,VER
19,294.03849568124673,301.486138799822,SAI
20,292.8169572305366,310.56377341234565,SAI
21,240.78621387915484,229.82209328655404,VER
22,263.5867564989092,256.0309764673077,VER
23,132.4810816132237,135.08759755478138,SAI
24,213.25711911037922,194.19424223498646,VER
25,,254.40833279999998,SAI
