Minisector,LEC,ALO,Fastest
0,271.92916345907054,264.0330026903704,LEC
1,286.3072355629868,282.5936861405195,LEC
2,288.4145427660131,289.013902846675,ALO
3,129.3123342064934,134.15025109152594,ALO
4,195.57962730188032,194.4180983287664,LEC
5,256.763449813404,253.65201202008436,LEC
6,143.54035364785167,139.32340720256002,LEC
7,206.16429723339937,204.8222648353347,LEC
8,259.0864491294118,257.0956246156211,LEC
9,275.41224195003065,277.8806712,ALO
10,239.64388426095238,240.91155754510552,ALO
11,185.03561584670075,185.7823521141121,ALO
12,191.1719229587547,191.97338138294657,ALO
13,146.03895202362145,142.0971144862978,LEC
14,178.14399308426303,181.08139173616857,ALO
15,159.24100279794038,164.79274334733432,ALO
16,216.11896715916356,216.82642227897233,ALO
17,243.41429753866848,240.47942652533334,LEC
18,248.62907375085715,244.85062052836437,LEC
19,244.63846103951514,239.20091211626146,LEC
20,148.29511254093143,147.78247930777204,LEC
21,128.12817451291858,136.677371060262,ALO
22,163.99062531011913,171.28891456972494,ALO
23,154.37544650803324,149.66398163534802,LEC
24,228.61514517520936,229.7625216740955,ALO
25,257.42727272727274,,LEC
