Minisector,VER,RUS,Fastest
0,298.63083349333334,294.298249984,VER
1,203.15196910074783,207.09914936565656,RUS
2,144.99549803518207,141.9098323661516,VER
3,219.49193858839826,217.10415584415585,VER
4,160.9564983822306,160.1018542029481,VER
5,181.80372858509423,188.93171658954805,RUS
6,251.00262405530864,254.60682303097883,RUS
7,276.9206582810961,277.1544668908151,RUS
8,285.0007986285714,282.9093694335097,VER
9,249.75643128888888,266.3363507515453,RUS
10,244.22585399024774,254.26918251860315,RUS
11,234.3926209382716,244.2360497664762,RUS
12,205.52603683451954,206.1953576061428,RUS
13,140.4182685631169,134.97488858057798,VER
14,145.50813281426167,143.34026778355522,VER
15,182.59563393054944,179.57335754675447,VER
16,251.25381513939192,252.28121081453418,RUS
17,234.57911940458553,229.87771470733284,VER
18,117.57260983385285,114.46330223738107,VER
19,198.66425416966183,209.6386710453372,RUS
20,194.3473861999829,198.06844627604025,RUS
21,234.3564787116883,238.1176401272509,RUS
22,262.1437040458862,264.396781519268,RUS
23,281.23391830291945,281.10770091347996,VER
24,292.67084848,289.91468166898545,VER
