Minisector,VER,SAI,Fastest
0,295.6469376690346,301.3857355842386,SAI
1,294.34543497751827,291.780215980599,VER
2,163.3683627802696,152.8294882208764,VER
3,231.61299658510347,233.59693007719298,SAI
4,285.3041881117747,285.7337560659557,SAI
5,310.89285714285717,309.96758710960006,VER
6,315.4478175085714,322.51627110322863,SAI
7,153.44937051233617,134.8512229819915,VER
8,139.5736872338697,157.05315106596308,SAI
9,255.37229185969153,265.3389149010899,SAI
10,294.7923038701586,302.9920616288677,SAI
11,303.8966836353742,311.194236578476,SAI
12,144.3600900478518,134.68480952589783,VER
13,200.27284715135087,208.97934676223625,SAI
14,252.42915867509112,250.20721346843996,VER
15,205.65380179199022,194.06106183809524,VER
16,224.10958825578683,225.61727503976152,SAI
17,214.69877245193706,212.66983226329145,VER
18,247.31364423701203,251.0368199031199,SAI
19,279.14446917176855,278.16099670221575,VER
20,294.2133673403535,284.0,VER
21,262.16638193331664,256.12031469082456,VER
22,227.6765764259149,218.69748151160613,VER
23,217.24213655084196,214.28547714123562,VER
24,269.21352089678385,265.81154408447384,VER
25,284.55000106666665,,VER
