Minisector,VER,SAI,Fastest
0,291.5482581220366,295.1427814808768,SAI
1,314.87677596444445,319.68350222370856,SAI
2,315.8849427393939,313.9086688311688,VER
3,187.49424217510239,185.0666475841305,VER
4,221.14195666772437,219.09971126233768,VER
5,211.6972399452058,207.7832730236573,VER
6,178.12842927238097,181.79963730345682,SAI
7,206.5869924238832,209.307355575459,SAI
8,257.4549095821026,259.60014610533005,SAI
9,270.2975783856003,267.63527447089945,VER
10,169.52043953797377,167.65290394865724,VER
11,234.93876503564485,231.50695543049628,VER
12,125.67105923817931,121.62443394685795,VER
13,220.20778030980193,219.56207270924867,VER
14,276.1218340774839,275.0207102505346,VER
15,293.19500112118305,293.02474460698414,VER
16,212.03919818419755,226.76844315302142,SAI
17,190.14199240055444,185.6405797540356,VER
18,267.27476448854594,263.47669211773814,VER
19,290.51712552571956,290.3176157671958,VER
20,300.9118908011838,299.3320285178152,VER
21,301.86437249009526,300.75272933710437,VER
22,270.8582076453974,290.8226707019934,SAI
23,118.13473645986744,117.40737983990027,VER
24,237.69804000592924,230.5458531409016,VER
25,,265.32857051428573,SAI
