Minisector,HAM,HUL,Fastest
0,306.24619420270193,289.1618788510363,HAM
1,140.382861059944,138.03632657924163,HAM
2,136.2018933010101,137.75434952707246,HUL
3,228.39116234817243,227.8616536220109,HAM
4,158.13160889064036,159.0745536530783,HUL
5,241.34079296628897,238.04122683508774,HAM
6,234.22639827208656,232.58453959183672,HAM
7,135.67555385833333,130.4537281824192,HAM
8,234.46041599999998,223.91275565987453,HAM
9,277.57083306666664,271.4849818222222,HAM
10,295.28271932235833,288.1669042447348,HAM
11,154.59284363870967,157.25799752634921,HUL
12,213.55105814862816,208.1181114900037,HAM
13,268.8919266666667,264.38466304537815,HAM
14,280.9000139958032,280.2824612014482,HAM
15,101.83525803615242,105.28722527234387,HUL
16,214.15521797970771,203.47004171724876,HAM
17,274.5164562464986,264.75617893781515,HAM
18,302.8672498391813,291.2093746,HAM
19,319.6817310358974,302.28674263342407,HAM
20,329.0283332977778,309.0904761142857,HAM
21,304.0502092234967,301.9578142,HAM
22,152.46732323940887,156.30129462643552,HUL
23,232.74755019125558,226.3361094095238,HAM
24,285.36190497703086,274.3027594464592,HAM
25,,285.2166656,HUL
