Minisector,HAM,RUS,Fastest
0,286.12484583672517,294.6940392514286,RUS
1,289.5014498294612,305.07986812517004,RUS
2,171.75073935952815,154.46796312756683,HAM
3,224.53462861687785,224.61853637460317,RUS
4,270.80764398571426,276.6893236395568,RUS
5,291.34841477235767,302.1687733233333,RUS
6,294.9640283835828,312.0977274181818,RUS
7,168.47631374216112,154.70710641754684,HAM
8,124.42911916941904,132.7189680643341,RUS
9,246.63255778285716,253.30028065344536,RUS
10,282.8187104474272,287.30313506807016,RUS
11,294.82546732952386,291.4859408523636,HAM
12,136.64678131355458,135.92037277492062,HAM
13,194.1077834001517,196.6798367485074,RUS
14,256.8367627115458,249.58630885826332,HAM
15,191.26800949371636,200.38855475776904,RUS
16,217.30149687329663,220.71960722285718,RUS
17,210.40134839731093,211.41201024504846,RUS
18,240.53083779794775,241.47280082520723,RUS
19,274.59449708095696,272.553517658836,HAM
20,292.0356724850356,287.9802118969697,HAM
21,258.89404171286526,259.22114977929664,RUS
22,225.2635017324043,222.79272144048716,HAM
23,200.17262941822474,204.0044875312409,RUS
24,259.6657084776419,258.66156635789474,HAM
25,275.7656256,,HAM
