Minisector,BOT,GAS,Fastest
0,274.7262958341737,279.0706286474424,GAS
1,298.5689775219076,301.11694449777775,GAS
2,311.7969444977778,312.10169110812916,GAS
3,319.51645417142856,319.46888888888884,BOT
4,324.2341411918368,324.15659340659346,BOT
5,325.23310787820344,326.4186109866667,GAS
6,208.15452697971014,195.54499536403304,BOT
7,112.77184758741697,103.31436862873706,BOT
8,194.95297727867495,189.4876899878788,BOT
9,264.3576845275815,267.52402032941177,GAS
10,293.66328132380954,296.2284329775442,GAS
11,168.68693575089276,151.99581337757294,BOT
12,101.6388327904411,95.62146395420092,BOT
13,119.29374733035648,116.11583734937344,BOT
14,226.3315279822222,220.56493087960223,BOT
15,198.893735032788,181.94193541259693,BOT
16,239.59067486395554,214.71047752373448,BOT
17,194.35529038966342,172.35116304162273,BOT
18,244.9533399491324,239.142531032381,BOT
19,282.9420176044818,281.99479253333334,BOT
20,261.2019608470588,243.1637766687693,BOT
21,147.1573729096393,142.56856557670795,BOT
22,100.87800132970582,94.80706516374298,BOT
23,129.86169521403338,120.06787133409738,BOT
24,227.57645904,231.7339897447619,GAS
25,256.63333546666667,262.26667093333333,GAS
