Minisector,HAM,SAI,Fastest
0,258.2280481616162,261.37451138380953,SAI
1,127.82346579506991,129.66547436952382,SAI
2,201.55075640098764,201.02155925360282,HAM
3,246.94964719267978,246.7809012084601,HAM
4,253.78950440804232,263.005676009324,SAI
5,173.4297358935873,171.36343628527786,HAM
6,146.56749790861662,140.62696653515528,HAM
7,187.15405291843553,185.6462397896911,HAM
8,99.33344590828584,97.42695931120731,HAM
9,71.79420967373231,70.79251059228467,HAM
10,97.20979987504762,92.53170846423744,HAM
11,181.7380265893273,178.90762789674307,HAM
12,243.4651784137143,244.31065276833343,SAI
13,267.83694465094015,270.04429322911756,SAI
14,279.42776484500763,279.1797123072774,HAM
15,117.86460042544061,104.44062686737415,HAM
16,145.51510778405586,147.5588354405453,SAI
17,187.0396795043771,188.50679182415735,SAI
18,195.35630984126982,193.21064942222222,HAM
19,210.19714924632575,208.78186765950244,HAM
20,132.65069271344763,133.44981389943217,SAI
21,115.95774375575681,110.02116924609953,HAM
22,95.4767117132141,98.9474760732627,SAI
23,194.53888300771956,202.35340378655766,SAI
24,249.302240040777,253.3764898394558,SAI
25,263.26785645714284,,HAM
