Minisector,BOT,PER,Fastest
0,239.52661577339651,236.89905782365594,BOT
1,287.83600025600003,284.91580100351416,BOT
2,301.7123803990128,300.6941551639398,BOT
3,308.3988095873016,307.35436057520894,BOT
4,268.43966218271606,262.13631315538254,BOT
5,171.27843346544108,169.01668160464112,BOT
6,265.50703519604207,263.8902772938272,BOT
7,285.3316667733333,283.1298076893773,BOT
8,212.89570859807733,208.39908274938776,BOT
9,226.1726106375888,221.29166213022455,BOT
10,180.21771363503896,179.29518095222025,BOT
11,232.17059532456435,227.47281690956606,BOT
12,209.41034990726155,202.60581316184604,BOT
13,211.3936820449227,207.46750093714286,BOT
14,228.26101786845624,223.13719246901934,BOT
15,177.53768008661484,175.1579848063426,BOT
16,250.2551804866429,248.88563720706262,BOT
17,290.8311236113463,289.1306873779582,BOT
18,304.97595332628686,302.32191052628684,BOT
19,288.781343704486,284.81437083076923,BOT
20,128.78960785317173,127.53679131458013,BOT
21,155.2490141539271,157.5310743629729,PER
22,158.83325162638766,154.96218169075686,BOT
23,202.1050936152628,197.78133739590342,BOT
24,149.30240330989272,149.08478123594506,BOT
25,192.50000213333334,,BOT
